colour,id,dayofweek-month-dayofmonth,daynumber,unixtimeint,hour
#CD7676,1163452339189969544_268775251,FriJan15,15,1452914348,19
#868787,1163452520874925831_2467884630,FriJan15,15,1452914370,19
#CED7D7,1163452567330970215_324864565,FriJan15,15,1452914375,19
#532D2D,1163452594215660884_49973786,FriJan15,15,1452914378,19
#BD8E8E,1163452840266775993_213215334,FriJan15,15,1452914408,19
#3D3636,1163452898017999606_224449285,FriJan15,15,1452914415,19
#A55858,1163452945996706454_268775251,FriJan15,15,1452914420,19
#624646,1163453119391992868_28472946,FriJan15,15,1452914441,19
#7D6262,1163453232645993640_244052364,FriJan15,15,1452914455,19
#482828,1163453351404684165_193458503,FriJan15,15,1452914469,19
#5C4444,1163453470044137345_268672888,FriJan15,15,1452914483,19
#422C2C,1163453567006344189_19961215,FriJan15,15,1452914494,19
#C68C8C,1163453594235291943_536555753,FriJan15,15,1452914498,19
#999090,1163453616003835934_201265857,FriJan15,15,1452914500,19
#A47D7D,1163454131384695937_483927382,FriJan15,15,1452914562,19
#591E1E,1163454190517114938_144403477,FriJan15,15,1452914569,19
#726D6D,1163454352400390569_32013397,FriJan15,15,1452914588,19
#799595,1163454450896416985_5860459,FriJan15,15,1452914600,19
#955B5B,1163454540792578483_633879207,FriJan15,15,1452914610,19
#373838,1163454545404942388_11582869,FriJan15,15,1452914611,19
#523131,1163454617104545242_2278084988,FriJan15,15,1452914620,19
#93C8C8,1163454631412524993_322957072,FriJan15,15,1452914621,19
#574C4C,1163454842084483155_4922519,FriJan15,15,1452914646,19
#8E7373,1163454899653278418_25700349,FriJan15,15,1452914653,19
#BFAEAE,1163455104471708509_51067475,FriJan15,15,1452914678,19
#5B5B5B,1163455284775804800_187076846,FriJan15,15,1452914699,19
#653E3E,1163455457681873343_1449516925,FriJan15,15,1452914720,19
#487070,1163455502056320574_286600666,FriJan15,15,1452914725,19
#AF8484,1163455617986841861_1375626,FriJan15,15,1452914739,19
#2C2020,1163455778615790441_4417,FriJan15,15,1452914758,19
#746363,1163455819627348803_49374079,FriJan15,15,1452914763,19
#813737,1163455855938403838_36650926,FriJan15,15,1452914767,19
#A79696,1163456070999136344_11582869,FriJan15,15,1452914793,19
#4A4A4A,1163456175829587144_241390932,FriJan15,15,1452914805,19
#757474,1163456343731715053_371914973,FriJan15,15,1452914825,19
#D8C0C0,1163456460496621345_40945562,FriJan15,15,1452914839,19
#617575,1163456591035463443_416434188,FriJan15,15,1452914855,19
#506060,1163456849034058093_335892789,FriJan15,15,1452914886,19
#7A7A7A,1163457014666676567_248377353,FriJan15,15,1452914905,19
#302626,1163457090592362082_212532738,FriJan15,15,1452914914,19
#A98080,1163457123259902440_25789985,FriJan15,15,1452914918,19
#755B5B,1163457125381249408_1364414037,FriJan15,15,1452914919,19
#E7DEDE,1163457174144115542_1934603927,FriJan15,15,1452914924,19
#917575,1163457380500608463_1582835740,FriJan15,15,1452914949,19
#9DAAAA,1163457468374389084_254788779,FriJan15,15,1452914959,19
#434040,1163457515592758917_28932700,FriJan15,15,1452914965,19
#B99E9E,1163457522445674143_307702136,FriJan15,15,1452914966,19
#A55E5E,1163457896090147630_704486253,FriJan15,15,1452915010,19
#392424,1163458112834264139_405534,FriJan15,15,1452915036,19
#5A7474,1163458142723505224_620911150,FriJan15,15,1452915040,19
#515050,1163458228431462563_1399452663,FriJan15,15,1452915050,19
#986A6A,1163458343734770924_427014510,FriJan15,15,1452915064,19
#5A5050,1163458433811160597_1791114038,FriJan15,15,1452915075,19
#A48181,1163458489293567798_1951414188,FriJan15,15,1452915081,19
#523E3E,1163458536861321565_1086350241,FriJan15,15,1452915087,19
#1C1F1F,1163458577135736062_241390932,FriJan15,15,1452915092,19
#533535,1163458748963639420_13584883,FriJan15,15,1452915112,19
#D8D3D3,1163458747922963270_1616149405,FriJan15,15,1452915112,19
#170E0E,1163458843888321203_912479095,FriJan15,15,1452915123,19
#964949,1163459012859921357_6393967,FriJan15,15,1452915143,19
#484343,1163459204052099121_2313108015,FriJan15,15,1452915166,19
#8A7171,1163459456660119145_247919838,FriJan15,15,1452915196,19
#D6BBBB,1163459462036838514_1117039469,FriJan15,15,1452915197,19
#533B3B,1163459524251179618_2177770597,FriJan15,15,1452915205,19
#774848,1163459608574532925_1438461638,FriJan15,15,1452915215,19
#445B5B,1163459632709918358_670032966,FriJan15,15,1452915217,19
#797575,1163459704549788599_221132801,FriJan15,15,1452915226,19
#383333,1163459799367754899_359296,FriJan15,15,1452915237,19
#362828,1163460020265609343_29779921,FriJan15,15,1452915264,19
#9E7575,1163460057732526764_1089220043,FriJan15,15,1452915268,19
#BA7B7B,1163460078465722620_1368734873,FriJan15,15,1452915271,19
#935E5E,1163460176082148560_186968110,FriJan15,15,1452915282,19
#A96A6A,1163460538853466724_14135743,FriJan15,15,1452915325,19
#605252,1163460586888962135_2313108015,FriJan15,15,1452915331,19
#2D4E4E,1163460601544318760_5863462,FriJan15,15,1452915333,19
#6F4848,1163460643033939674_1364788038,FriJan15,15,1452915338,19
#583F3F,1163460839067790451_233213498,FriJan15,15,1452915361,19
#694949,1163460976866269016_17457340,FriJan15,15,1452915378,19
#AFAFAF,1163461007786144812_19501820,FriJan15,15,1452915381,19
#427D7D,1163461244948091520_2088351059,FriJan15,15,1452915410,19
#549595,1163461274383731504_2585421073,FriJan15,15,1452915413,19
#8F5E5E,1163461362694019970_1616149405,FriJan15,15,1452915424,19
#587373,1163461426495099507_253711795,FriJan15,15,1452915431,19
#ACA0A0,1163461556536176833_182147651,FriJan15,15,1452915447,19
#9C9898,1163461614340851943_2102441457,FriJan15,15,1452915454,19
#6B4545,1163461697731460737_36650926,FriJan15,15,1452915464,19
#605252,1163461696810852466_2313108015,FriJan15,15,1452915464,19
#662E2E,1163461736678873224_1315785053,FriJan15,15,1452915468,19
#777777,1163461747737201430_1026782145,FriJan15,15,1452915470,19
#A59797,1163461767213821766_497250458,FriJan15,15,1452915472,19
#AF7070,1163461810558658385_4031336,FriJan15,15,1452915477,19
#393C3C,1163462313749775243_324121791,FriJan15,15,1452915537,19
#BFB2B2,1163462337911643032_1616149405,FriJan15,15,1452915540,19
#626060,1163462486196591353_239668941,FriJan15,15,1452915558,19
#8F8787,1163462660822193154_1474128892,FriJan15,15,1452915578,19
#926B6B,1163462733413862816_10430626,FriJan15,15,1452915587,19
#865959,1163462742268119604_2315849801,FriJan15,15,1452915588,19
#368C8C,1163462814749696025_2405550519,FriJan15,15,1452915597,19
#5D3C3C,1163462873130068671_271564473,FriJan15,15,1452915604,19
#D8C7C7,1163462888369466791_1030561834,FriJan15,15,1452915606,19
#6A5E5E,1163463000559696700_145682797,FriJan15,15,1452915619,19
#707070,1163463070050385122_279207270,FriJan15,15,1452915627,19
#5B2727,1163463365772001016_363250334,FriJan15,15,1452915662,19
#BE7272,1163463596001409620_299384301,FriJan15,15,1452915690,19
#824F4F,1163463605579132880_1556717282,FriJan15,15,1452915691,19
#86B4B4,1163463639819137783_1089220043,FriJan15,15,1452915695,19
#646464,1163463730779057638_9772234,FriJan15,15,1452915706,19
#6B4A4A,1163463761257497906_2289989800,FriJan15,15,1452915710,19
#485C5C,1163463773627005498_1553351197,FriJan15,15,1452915711,19
#5A4F4F,1163463989515541692_405534,FriJan15,15,1452915737,19
#746565,1163464005432572916_224449285,FriJan15,15,1452915739,19
#2B2323,1163464210306642567_27508403,FriJan15,15,1452915763,19
#8C7878,1163464245099354449_2156385245,FriJan15,15,1452915767,19
#642B2B,1163464356760470992_545005592,FriJan15,15,1452915781,19
#313030,1163464399193651482_1425489109,FriJan15,15,1452915786,19
#BE9595,1163464413964613081_214697764,FriJan15,15,1452915787,19
#7DA7A7,1163464470042024618_29832341,FriJan15,15,1452915794,19
#829A9A,1163464502977338158_239668941,FriJan15,15,1452915798,19
#889D9D,1163464553493378638_618293788,FriJan15,15,1452915804,19
#4D3C3C,1163464553079286449_40415809,FriJan15,15,1452915804,19
#8A6767,1163464574388237709_7947652,FriJan15,15,1452915807,19
#633A3A,1163464705558193665_230125008,FriJan15,15,1452915822,19
#9F8080,1163464737739361702_231552418,FriJan15,15,1452915826,19
#1D7777,1163465188033485803_1616149405,FriJan15,15,1452915880,19
#9B7979,1163465290013144190_6323772,FriJan15,15,1452915892,19
#714747,1163465357659528177_1616149405,FriJan15,15,1452915900,19
#3F3D3D,1163465367538802230_216691958,FriJan15,15,1452915901,19
#B68F8F,1163465798427899041_19501820,FriJan15,15,1452915952,19
#6E5050,1163465857014821800_353837683,FriJan15,15,1452915959,19
#546060,1163465874152589622_392937529,FriJan15,15,1452915961,19
#893333,1163465905963461368_1186058769,FriJan15,15,1452915965,19
#8F7878,1163465999788227247_5741997,FriJan15,15,1452915976,19
#5D5050,1163466129176398988_5159226,FriJan15,15,1452915992,19
#AE7A7A,1163466164215289142_1117073908,FriJan15,15,1452915996,19
#6E2E2E,1163466178281873773_2012857823,FriJan15,15,1452915998,19
#4C5757,1163466237595361413_2405550519,FriJan15,15,1452916005,19
#959292,1163466261430264484_6093319,FriJan15,15,1452916008,19
#594747,1163466291118724750_2534219468,FriJan15,15,1452916011,19
#7A5E5E,1163466608820212279_20469211,FriJan15,15,1452916049,19
#A5A3A3,1163466657848812395_1453671463,FriJan15,15,1452916055,19
#946F6F,1163466671801728901_193049062,FriJan15,15,1452916057,19
#AF8585,1163466836820888305_18547561,FriJan15,15,1452916076,19
#676464,1163466942440571816_12851311,FriJan15,15,1452916089,19
#7A5656,1163467040337052364_44167703,FriJan15,15,1452916101,19
#634A4A,1163467100583360309_2044,FriJan15,15,1452916108,19
#5C5353,1163467114556946646_30295253,FriJan15,15,1452916109,19
#805555,1163467120177495099_205900430,FriJan15,15,1452916110,19
#B18383,1163467416970302040_2281209195,FriJan15,15,1452916145,19
#6F6B6B,1163467431221192613_281737872,FriJan15,15,1452916147,19
#6D2C2C,1163467553435219964_301393260,FriJan15,15,1452916162,19
#27A8A8,1163467604984387635_1616149405,FriJan15,15,1452916168,19
#904747,1163467709992238430_1518698678,FriJan15,15,1452916180,19
#647D7D,1163467707266898988_176939614,FriJan15,15,1452916180,19
#AD6161,1163467889190426687_1616149405,FriJan15,15,1452916202,19
#602828,1163468072629918743_759091878,FriJan15,15,1452916223,19
#847A7A,1163468175440406741_19071593,FriJan15,15,1452916236,19
#5B5858,1163468228984324948_259961039,FriJan15,15,1452916242,19
#3E2727,1163468381851439760_23277515,FriJan15,15,1452916260,19
#AB9F9F,1163468544716525311_1650862770,FriJan15,15,1452916280,19
#C2BFBF,1163468542352316332_16314116,FriJan15,15,1452916280,19
#24A3A3,1163468657360427093_1616149405,FriJan15,15,1452916293,19
#345252,1163468826506594954_211937721,FriJan15,15,1452916313,19
#472727,1163468916035752442_1178320323,FriJan15,15,1452916324,19
#9A6D6D,1163468947579657380_991117998,FriJan15,15,1452916328,19
#ACA5A5,1163469088828479589_1616149405,FriJan15,15,1452916345,19
#3E3030,1163469118213192876_2319723838,FriJan15,15,1452916348,19
#A48484,1163469152025683562_18636896,FriJan15,15,1452916352,19
#675555,1163469184171853860_16777897,FriJan15,15,1452916356,19
#D66868,1163469581373737795_2019809161,FriJan15,15,1452916403,19
#593030,1163469759899235938_330188324,FriJan15,15,1452916425,19
#805D5D,1163469780182555833_991117998,FriJan15,15,1452916427,19
#7C5555,1163469856736689210_2324737702,FriJan15,15,1452916436,19
#874141,1163469919367154127_1087638793,FriJan15,15,1452916444,19
#7F6161,1163470060102030662_2608078012,FriJan15,15,1452916460,19
#291B1B,1163470106689978927_185285687,FriJan15,15,1452916466,19
#C6AFAF,1163470117706587332_991117998,FriJan15,15,1452916467,19
#5A4E4E,1163470530922282438_439239222,FriJan15,15,1452916517,19
#1C0707,1163470796149921298_241390932,FriJan15,15,1452916548,19
#681414,1163470839150382729_2116546378,FriJan15,15,1452916553,19
#7A7A7A,1163470946980530346_2612324289,FriJan15,15,1452916566,19
#523D3D,1163470983689078955_2612324289,FriJan15,15,1452916571,19
#676767,1163470994802667062_2563703002,FriJan15,15,1452916572,19
#292929,1163471290485737471_10954384,FriJan15,15,1452916607,19
#795151,1163471339085641138_1740035780,FriJan15,15,1452916613,19
#775B5B,1163471427857225222_2003819036,FriJan15,15,1452916624,19
#209797,1163471457862285696_1825683069,FriJan15,15,1452916627,19
#365C5C,1163471562349411870_1369356726,FriJan15,15,1452916639,19
#796464,1163471584075087717_36650926,FriJan15,15,1452916642,19
#856E6E,1163471662592798673_467526258,FriJan15,15,1452916651,19
#816B6B,1163472067823561654_375463481,FriJan15,15,1452916700,19
#7C3232,1163472099689489566_3081144,FriJan15,15,1452916704,19
#485656,1163472213751225741_145817934,FriJan15,15,1452916717,19
#362525,1163472219545826257_406051,FriJan15,15,1452916718,19
#A07878,1163472420159040060_7690713,FriJan15,15,1452916742,19
#816060,1163472494821192339_30634171,FriJan15,15,1452916751,19
#554646,1163472580314564383_54995928,FriJan15,15,1452916761,19
#A0A7A7,1163472596522994115_392937529,FriJan15,15,1452916763,19
#6A4B4B,1163472613728574359_211363061,FriJan15,15,1452916765,19
#BCA5A5,1163472714131762777_2563703002,FriJan15,15,1452916777,19
#756D6D,1163472803941517527_2612324289,FriJan15,15,1452916788,19
#493E3E,1163472958548636643_406051,FriJan15,15,1452916806,20
#7A4D4D,1163472956569308422_16116426,FriJan15,15,1452916806,20
#9F3838,1163472991550414190_457462022,FriJan15,15,1452916810,20
#A5A5A5,1163473088087699077_1643298178,FriJan15,15,1452916821,20
#A03C3C,1163473118704248292_15496352,FriJan15,15,1452916825,20
#726363,1163473335544777681_659919673,FriJan15,15,1452916851,20
#AA5C5C,1163473348277291487_228098313,FriJan15,15,1452916852,20
#836A6A,1163473413690767385_805672445,FriJan15,15,1452916860,20
#CD9797,1163473564150253528_13698824,FriJan15,15,1452916878,20
#4C5151,1163473575446643167_16180831,FriJan15,15,1452916880,20
#C27373,1163473718801788523_2563703002,FriJan15,15,1452916897,20
#735757,1163474029726980312_1616149405,FriJan15,15,1452916934,20
#F4F3F3,1163474091298397218_1419383462,FriJan15,15,1452916941,20
#A68C8C,1163474156239832267_974540368,FriJan15,15,1452916949,20
#BB9292,1163474175965356077_2200129183,FriJan15,15,1452916951,20
#AC7C7C,1163474344539358236_2167255800,FriJan15,15,1452916971,20
#613F3F,1163474607029559711_2313108015,FriJan15,15,1452917003,20
#302929,1163474681819934574_15890618,FriJan15,15,1452917011,20
#604444,1163474688012528622_1157492377,FriJan15,15,1452917012,20
#A66969,1163474800480312012_1524053,FriJan15,15,1452917026,20
#5C3131,1163474907558240307_470941463,FriJan15,15,1452917038,20
#6E8080,1163475252633058942_32382478,FriJan15,15,1452917079,20
#8E3B3B,1163475336250394664_254682177,FriJan15,15,1452917089,20
#B76D6D,1163475399460001919_1433113589,FriJan15,15,1452917097,20
#494545,1163475411657421422_24528963,FriJan15,15,1452917098,20
#9D5E5E,1163475427726754863_2167255800,FriJan15,15,1452917100,20
#AB5E5E,1163475422678568530_2362897514,FriJan15,15,1452917100,20
#7D7474,1163475431697289479_2178128459,FriJan15,15,1452917101,20
#424242,1163475482772936316_241390932,FriJan15,15,1452917107,20
#4C3737,1163475674228043079_1933877794,FriJan15,15,1452917130,20
#8F4343,1163475734715653479_230335214,FriJan15,15,1452917137,20
#441111,1163475879278337871_2047236974,FriJan15,15,1452917154,20
#708888,1163476165919602993_33039445,FriJan15,15,1452917188,20
#504F4F,1163476193954482277_11059593,FriJan15,15,1452917192,20
#785B5B,1163476324117270878_2248836427,FriJan15,15,1452917207,20
#994E4E,1163476332757710079_1921296596,FriJan15,15,1452917208,20
#A79898,1163476404607303870_248382735,FriJan15,15,1452917217,20
#6C3939,1163476450604056299_368169702,FriJan15,15,1452917222,20
#494949,1163476550073365718_32961964,FriJan15,15,1452917234,20
#706565,1163476547968731088_1644937848,FriJan15,15,1452917234,20
#8A6666,1163476812200500477_1359196878,FriJan15,15,1452917265,20
#744949,1163477147948259394_187218941,FriJan15,15,1452917305,20
#784848,1163477270359709191_17155516,FriJan15,15,1452917320,20
#6D4848,1163477391260341314_2219454436,FriJan15,15,1452917334,20
#2F2F2F,1163477530518550835_259728389,FriJan15,15,1452917351,20
#6E3333,1163477765023106215_1167439384,FriJan15,15,1452917379,20
#8B8888,1163477929747124012_2220511378,FriJan15,15,1452917399,20
#858383,1163478137482612529_2220511378,FriJan15,15,1452917423,20
#857979,1163478302431127561_638324617,FriJan15,15,1452917443,20
#9B9696,1163478311596560182_2220511378,FriJan15,15,1452917444,20
#514F4F,1163478485541378581_1171515053,FriJan15,15,1452917465,20
#2F1E1E,1163478608628265581_2236465875,FriJan15,15,1452917480,20
#758C8C,1163478696241622380_337008546,FriJan15,15,1452917490,20
#452828,1163478876443802933_1543436694,FriJan15,15,1452917511,20
#A36F6F,1163479124941021878_187968143,FriJan15,15,1452917541,20
#DAD9D9,1163479358788680367_2442301613,FriJan15,15,1452917569,20
#97BEBE,1163479391016840311_1757225762,FriJan15,15,1452917573,20
#644E4E,1163479452750908912_339798010,FriJan15,15,1452917580,20
#454747,1163479515597815532_32382478,FriJan15,15,1452917588,20
#B22222,1163479678050581482_946485,FriJan15,15,1452917607,20
#765B5B,1163479685886656256_499392574,FriJan15,15,1452917608,20
#E24D4D,1163479692755070079_1757225762,FriJan15,15,1452917609,20
#A29D9D,1163479779569405791_2220511378,FriJan15,15,1452917619,20
#895353,1163479957426206346_13332876,FriJan15,15,1452917640,20
#7B7676,1163480330591899498_2220511378,FriJan15,15,1452917685,20
#445454,1163480367837203722_144051266,FriJan15,15,1452917689,20
#8E7272,1163480382143265671_8294669,FriJan15,15,1452917691,20
#B38B8B,1163480395049397841_21915826,FriJan15,15,1452917692,20
#974B4B,1163480392239901857_14691498,FriJan15,15,1452917692,20
#928080,1163480512272809151_1093666806,FriJan15,15,1452917706,20
#726464,1163480603381129406_1453671463,FriJan15,15,1452917717,20
#5C4141,1163480625645590801_190072533,FriJan15,15,1452917720,20
#583333,1163480919725455237_1308002956,FriJan15,15,1452917755,20
#7E5B5B,1163481014164658220_144143205,FriJan15,15,1452917766,20
#997575,1163481173059850687_2248836427,FriJan15,15,1452917785,20
#A09797,1163481198092771173_1578317710,FriJan15,15,1452917788,20
#66A2A2,1163481433359725516_226212763,FriJan15,15,1452917816,20
#AF6060,1163481519459165540_476446560,FriJan15,15,1452917826,20
#6D9C9C,1163481575496245101_1578317710,FriJan15,15,1452917833,20
#68A9A9,1163482045240665512_222746880,FriJan15,15,1452917889,20
#854C4C,1163482153061406250_52238796,FriJan15,15,1452917902,20
#888585,1163482167203749064_1125092966,FriJan15,15,1452917904,20
#514040,1163482395497512088_363670814,FriJan15,15,1452917931,20
#819595,1163482458671543717_20252,FriJan15,15,1452917939,20
#281D1D,1163482514406424991_26271199,FriJan15,15,1452917945,20
#5B9292,1163482530983862149_1578317710,FriJan15,15,1452917947,20
#BE9393,1163482547985062252_2004200261,FriJan15,15,1452917949,20
#9A4343,1163482565049431074_2517647156,FriJan15,15,1452917951,20
#8F5050,1163482591833935903_23456843,FriJan15,15,1452917954,20
#647A7A,1163482659489528678_224743277,FriJan15,15,1452917962,20
#5A3A3A,1163482804295100997_228524665,FriJan15,15,1452917980,20
#5D8080,1163482949098895899_258844317,FriJan15,15,1452917997,20
#7B6666,1163482979927266652_16224548,FriJan15,15,1452918001,20
#AF7F7F,1163483061000480778_49056929,FriJan15,15,1452918010,20
#B57A7A,1163483055986790169_355149562,FriJan15,15,1452918010,20
#6A5151,1163483121474574667_365302533,FriJan15,15,1452918018,20
#3E3A3A,1163483168652025979_1438812455,FriJan15,15,1452918023,20
#BEB1B1,1163483351682776821_267882174,FriJan15,15,1452918045,20
#121212,1163483606787789737_2315126251,FriJan15,15,1452918075,20
#8A6D6D,1163483652337495703_21915826,FriJan15,15,1452918081,20
#677676,1163483881078428389_2133941187,FriJan15,15,1452918108,20
#3B2C2C,1163483954346848661_20118451,FriJan15,15,1452918117,20
#81B6B6,1163484042736907263_226212763,FriJan15,15,1452918127,20
#423939,1163484040452967297_342275577,FriJan15,15,1452918127,20
#847272,1163484360826819022_480424995,FriJan15,15,1452918165,20
#A2A5A5,1163484406670398246_9874835,FriJan15,15,1452918171,20
#5E4040,1163484435464405320_876125847,FriJan15,15,1452918174,20
#6A5454,1163484517414690281_333767774,FriJan15,15,1452918184,20
#775959,1163484554786785725_10053601,FriJan15,15,1452918188,20
#A64949,1163484636692338611_1550282804,FriJan15,15,1452918198,20
#7C6161,1163484716892958336_1395330010,FriJan15,15,1452918208,20
#393C3C,1163484744349266321_29940395,FriJan15,15,1452918211,20
#7E8080,1163485124319735283_1504390474,FriJan15,15,1452918256,20
#537474,1163485120201659136_2133941187,FriJan15,15,1452918256,20
#4A3030,1163485127282454864_145471979,FriJan15,15,1452918257,20
#827171,1163485278343292124_11800792,FriJan15,15,1452918275,20
#434B4B,1163485290147481161_143972176,FriJan15,15,1452918276,20
#9B5E5E,1163485311480161975_185112616,FriJan15,15,1452918279,20
#756060,1163485369477889729_2245751534,FriJan15,15,1452918285,20
#7E7373,1163485368000658818_272135718,FriJan15,15,1452918285,20
#663A3A,1163485385893649206_1723130805,FriJan15,15,1452918287,20
#736F6F,1163485392386903408_144051266,FriJan15,15,1452918288,20
#AA6767,1163485422740536850_239144830,FriJan15,15,1452918292,20
#655B5B,1163485705264823943_208315894,FriJan15,15,1452918326,20
#706565,1163485893068854204_257480771,FriJan15,15,1452918348,20
#AC9999,1163485970281126288_917334213,FriJan15,15,1452918357,20
#487676,1163485980562461456_2133941187,FriJan15,15,1452918358,20
#4D5959,1163486031140509821_41854245,FriJan15,15,1452918364,20
#AF8989,1163486263352623862_320307943,FriJan15,15,1452918392,20
#3E3F3F,1163486293005877115_32382478,FriJan15,15,1452918396,20
#545959,1163486433337310351_36650926,FriJan15,15,1452918412,20
#7D5959,1163486445921871812_411207536,FriJan15,15,1452918414,20
#29A4A4,1163486564102054260_24018975,FriJan15,15,1452918428,20
#86B6B6,1163486750060037915_29433312,FriJan15,15,1452918450,20
#3D4747,1163486833108417023_368194445,FriJan15,15,1452918460,20
#655F5F,1163486868792803720_1521593711,FriJan15,15,1452918464,20
#809191,1163487004831999533_2322419824,FriJan15,15,1452918480,20
#817C7C,1163487040029573074_1381863822,FriJan15,15,1452918485,20
#625D5D,1163487145515699285_33948218,FriJan15,15,1452918497,20
#7E7070,1163487201524188338_280091024,FriJan15,15,1452918504,20
#7C5D5D,1163487298164029935_418544029,FriJan15,15,1452918515,20
#C1AEAE,1163487390178564516_2053925,FriJan15,15,1452918526,20
#3F1212,1163487486849668812_463494692,FriJan15,15,1452918538,20
#113333,1163487523538947667_112258,FriJan15,15,1452918542,20
#0D0D0D,1163487598911841223_334968479,FriJan15,15,1452918551,20
#1F1F1F,1163487654176610200_236969084,FriJan15,15,1452918558,20
#575252,1163487754301060237_2517647156,FriJan15,15,1452918570,20
#A38080,1163487817239311550_26745716,FriJan15,15,1452918577,20
#A58383,1163487901143233040_271871755,FriJan15,15,1452918587,20
#A88B8B,1163487894659925526_194667816,FriJan15,15,1452918587,20
#7C8686,1163487919113761574_1451498835,FriJan15,15,1452918589,20
#733939,1163488037927374246_144051266,FriJan15,15,1452918604,20
#884343,1163488165492232224_180005579,FriJan15,15,1452918619,20
#545050,1163488451587565221_185007392,FriJan15,15,1452918653,20
#B9B6B6,1163488468509941974_16559887,FriJan15,15,1452918655,20
#C1ADAD,1163488527251343606_471885961,FriJan15,15,1452918662,20
#2F2A2A,1163488685326990034_1450736661,FriJan15,15,1452918681,20
#5F5E5E,1163488722633088329_614303574,FriJan15,15,1452918685,20
#664646,1163488735333494468_1006038626,FriJan15,15,1452918687,20
#725959,1163488835406266647_46135383,FriJan15,15,1452918699,20
#B27E7E,1163488855095734825_271871755,FriJan15,15,1452918701,20
#5D2626,1163489006829006652_210441882,FriJan15,15,1452918719,20
#935656,1163489069174402672_2461118114,FriJan15,15,1452918727,20
#7D6F6F,1163489080365008704_29433312,FriJan15,15,1452918728,20
#337878,1163489078880903592_24018975,FriJan15,15,1452918728,20
#678080,1163489102759933140_14040716,FriJan15,15,1452918730,20
#656565,1163489198272845789_241390932,FriJan15,15,1452918742,20
#987B7B,1163489364580086379_301163947,FriJan15,15,1452918762,20
#696A6A,1163489420757037535_21662427,FriJan15,15,1452918768,20
#A04D4D,1163489432168095409_241859918,FriJan15,15,1452918770,20
#826363,1163489453184967330_2543755055,FriJan15,15,1452918772,20
#727474,1163489696924936739_10495617,FriJan15,15,1452918801,20
#552323,1163489731942812518_2719353,FriJan15,15,1452918805,20
#636E6E,1163489861366231362_1089220043,FriJan15,15,1452918821,20
#835A5A,1163489870764722448_244638217,FriJan15,15,1452918822,20
#5E4E4E,1163489882317213625_213914562,FriJan15,15,1452918823,20
#9A6060,1163489949046084762_5797116,FriJan15,15,1452918831,20
#443333,1163490118640507289_229729005,FriJan15,15,1452918852,20
#995656,1163490179885727335_1511863998,FriJan15,15,1452918859,20
#818A8A,1163490302633877159_1684751702,FriJan15,15,1452918873,20
#5C5454,1163490518994167573_410552984,FriJan15,15,1452918899,20
#969696,1163490568689021868_1433707,FriJan15,15,1452918905,20
#754D4D,1163490573108188337_5797116,FriJan15,15,1452918906,20
#090B0B,1163490771429917228_6955415,FriJan15,15,1452918929,20
#B6A0A0,1163490861481654305_1596610445,FriJan15,15,1452918940,20
#7A3E3E,1163491040288544336_3244068,FriJan15,15,1452918961,20
#896E6E,1163491096129346646_216691958,FriJan15,15,1452918968,20
#293E3E,1163491147508802016_1302261207,FriJan15,15,1452918974,20
#9C9B9B,1163491186534929559_22428476,FriJan15,15,1452918979,20
#715B5B,1163491262692197892_2075680640,FriJan15,15,1452918988,20
#934F4F,1163491533048303985_558555307,FriJan15,15,1452919020,20
#2E3A3A,1163491535031119490_525538338,FriJan15,15,1452919021,20
#99A3A3,1163491635649104620_1260335049,FriJan15,15,1452919033,20
#BF9A9A,1163491681132335450_2126445243,FriJan15,15,1452919038,20
#B8B3B3,1163491896635548848_557795120,FriJan15,15,1452919064,20
#854848,1163491933210711069_14995932,FriJan15,15,1452919068,20
#796363,1163492036099451506_217263337,FriJan15,15,1452919080,20
#917474,1163492082741347523_248199544,FriJan15,15,1452919086,20
#472B2B,1163492195474900632_1361318616,FriJan15,15,1452919099,20
#A85858,1163492203802532902_1433881414,FriJan15,15,1452919100,20
#7E6161,1163492362534063693_256703650,FriJan15,15,1452919119,20
#B59090,1163492415147955479_395004180,FriJan15,15,1452919125,20
#7C7979,1163492428725715094_1435550863,FriJan15,15,1452919127,20
#894E4E,1163492437335862693_1974744218,FriJan15,15,1452919128,20
#323232,1163492456932306712_23059858,FriJan15,15,1452919130,20
#8B4C4C,1163492542097069258_643520196,FriJan15,15,1452919140,20
#BE9999,1163492571352742915_190404686,FriJan15,15,1452919144,20
#535959,1163492632821601952_213406892,FriJan15,15,1452919151,20
#78A3A3,1163492844427063582_247829651,FriJan15,15,1452919177,20
#554B4B,1163492984612835623_249250115,FriJan15,15,1452919193,20
#B57070,1163492986511761200_2470778142,FriJan15,15,1452919194,20
#9E3E3E,1163493003072388476_32569622,FriJan15,15,1452919195,20
#433B3B,1163493009671192446_48126662,FriJan15,15,1452919196,20
#7B5656,1163493068912112852_2121532220,FriJan15,15,1452919203,20
#776464,1163493269779065032_273558913,FriJan15,15,1452919227,20
#6E3333,1163493446368520107_1196894760,FriJan15,15,1452919248,20
#4D7171,1163493525209468522_144051266,FriJan15,15,1452919258,20
#744D4D,1163493546624780507_412030481,FriJan15,15,1452919260,20
#ACB2B2,1163493649059551504_2131925,FriJan15,15,1452919273,20
#514A4A,1163493720991135144_180421212,FriJan15,15,1452919281,20
#977070,1163493905229776722_248485864,FriJan15,15,1452919303,20
